,id,nome,numero,ano,datApresentacao,txtEmenta,txtExplicacaoEmenta,qtdAutores,indGenero,qtdOrgaosComEstado,tipoProposicao_id,tipoProposicao_sigla,tipoProposicao_nome,orgaoNumerador_sigla,orgaoNumerador_nome,orgaoNumerador_id,regime_txtRegime,regime_codRegime,apreciacao_txtApreciacao,apreciacao_id,autor1_txtSiglaPartido,autor1_idecadastro,autor1_txtNomeAutor,autor1_codPartido,autor1_txtSiglaUF,ultimoDespacho_datDespacho,ultimoDespacho_txtDespacho,situacao_id,situacao_descricao,situacao_principal_proposicaoPrincipal,situacao_principal_codProposicaoPrincipal,situacao_orgao_codOrgaoEstado,situacao_orgao_siglaOrgaoEstado
0,2162285,PL 9086/2017,9086,2017,14/11/2017 14:58:00,Dispõe sobre a Política Nacional de Biocombustíveis - RenovaBio e dá outras providências.,Altera a Lei nº 9.478 de 1997.,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PV,178828,Evandro Gussi,140,SP,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
2,2162215,PL 9084/2017,9084,2017,10/11/2017 17:16:00,"Altera a Lei nº 9.427, de 26 de dezembro de 1996, para vedar a aplicação do sistema de bandeiras tarifárias.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PROS,195866,Vaidon Oliveira,222,CE,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
3,2162212,PL 9083/2017,9083,2017,10/11/2017 15:28:00,"Denomina ""Agência Sergio da Fonseca"" a agência do INSS da cidade de Ibitinga/SP.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PR,74787,Milton Monti,168,SP,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
4,2162161,PL 9082/2017,9082,2017,10/11/2017 09:48:00,"Acrescenta novo § 5º ao art. 22 da Lei nº 11.101, de 9 de fevereiro de 2005, com a finalidade de excluir da competência do juízo da recuperação judicial a decisão sobre ação de busca e apreensão que incida sobre bens de terceiros depositados pela sociedade recuperanda.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PMDB,141401,Carlos Bezerra,111,MT,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
5,2162132,PL 9081/2017,9081,2017,9/11/2017 17:55:00,"Altera a Lei nº 7.102, de 20 de junho de 1983, disciplinando a utilização de armas de uso restrito e equipamentos de proteção balística individual por vigilantes em serviço ou quando em transporte de valores.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,DEM,74399,Onyx Lorenzoni,202,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
6,2162128,PL 9079/2017,9079,2017,9/11/2017 17:50:00,"""Dispõe sobre a concessão de descontos em restaurantes a clientes que passaram por cirurgia bariátrica ou qualquer outra gastroplastia"".",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,DEM,160677,Francisco Floriano,202,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
7,2162129,PL 9080/2017,9080,2017,9/11/2017 17:50:00,"""Dispõe sobre a promoção de campanha educativa contra o racismo direcionada a conscientização de torcidas, jogadores e dirigentes de futebol",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,DEM,160677,Francisco Floriano,202,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
8,2162127,PL 9078/2017,9078,2017,9/11/2017 17:49:00,"""Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para dispor sobre o incêndio doloso em Unidades de Conservação de Proteção Integral"".",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,DEM,160677,Francisco Floriano,202,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
9,2162126,PL 9077/2017,9077,2017,9/11/2017 17:47:00,"""Dispõe sobre o uso de fotografias retocadas em publicações, revistas, jornais e matérias de publicidade"".",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,DEM,160677,Francisco Floriano,202,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
10,2162123,PL 9076/2017,9076,2017,9/11/2017 17:27:00,"Dispõe a conservação, a restauração e o uso sustentável do bioma Caatinga.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PTB,178923,Zeca Cavalcanti,136,PE,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
11,2162121,PL 9075/2017,9075,2017,9/11/2017 17:25:00,Dispõe sobre a abertura de agências bancárias aos sábados e domingos.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,DEM,178943,Marcos Soares,202,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
12,2162096,PL 9074/2017,9074,2017,9/11/2017 16:23:00,Dispõe sobre as revisões de veículo automotor fora das oficinas credenciadas ou autorizadas pelo fabricante.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PR,178936,Alexandre Valle,168,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
13,2162085,PL 9073/2017,9073,2017,9/11/2017 15:57:00,"Confere ao Município de Torres, no Estado do Rio Grande do Sul, o título de Capital Nacional do Balonismo.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PMDB,160559,Alceu Moreira,111,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
14,2162083,PL 9072/2017,9072,2017,9/11/2017 15:37:00,Obriga a oferta de ônibus exclusivo para mulheres em todas as linhas em operação de transporte público coletivo nas áreas urbanas e de caráter urbano.,"Altera a Lei nº 12.587, de 2012.",1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PROS,160637,Ronaldo Fonseca,222,DF,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
15,2162050,PL 9071/2017,9071,2017,9/11/2017 14:33:00,Cria o Conselho Federal dos Técnicos de Segurança do Trabalho e os Conselhos Regionais dos Técnicos de Segurança do Trabalho e dá outras providências.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PMDB,178869,Vitor Valim,111,CE,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
16,2162049,PL 9070/2017,9070,2017,9/11/2017 14:32:00,"Acrescenta art. 164-A ao Decreto-Lei no 2.848, de 7 de dezembro de 1940 - Código Penal.",Tipicidade como crime de zoofilia quaisquer maus-tratos físicos a um animal silvestre ou doméstico.,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PMDB,178869,Vitor Valim,111,CE,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
17,2162004,PL 9069/2017,9069,2017,9/11/2017 13:02:00,"Acresce dispositivo à Lei nº 9.394, de 20 de dezembro de 1996, para dispor sobre a inclusão das despesas realizadas com pagamento de benefícios previdenciários a inativos e pensionistas, tanto sob a forma de custeio direto por meio do pagamento de proventos de aposentarias e de pensões, quanto por cobertura de eventuais insuficiências financeiras relativas ao Regime Próprio de Previdência dos Servidores Públicos docentes e demais profissionais da educação, no rol de despesas com manutenção e desenvolvimento do ensino.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,"Ordinária (Art. 151, III, RICD)",14,Proposição Sujeita à Apreciação do Plenário,5,PMDB,141562,Lelo Coimbra,111,ES,10/11/2017 09:38:00,"Às Comissões de Seguridade Social e Família; Educação; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD).Em razão da distribuição a mais de três Comissões de mérito, determino a criação de Comissão Especial para analisar a matéria, conforme o inciso II do art. 34 do RICD. Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Ordinária (Art. 151, III, RICD)",901,Aguardando Constituição de Comissão Temporária,,0,4,MESA
18,2161993,PL 9067/2017,9067,2017,9/11/2017 12:36:00,"Dá nova redação ao artigo 32 da Lei nº 7.357, de 02 de setembro de 1985, que dispõe sobre o cheque e da outras providencias",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSD,160596,Heuler Cruvinel,127,GO,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
19,2161995,PL 9068/2017,9068,2017,9/11/2017 12:36:00,"Dispõem sobre alteração do artigo 58 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei no 5.452, de 1º de maio de 1943.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSD,160596,Heuler Cruvinel,127,GO,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
20,2161992,PL 9066/2017,9066,2017,9/11/2017 12:35:00,Dispõem sobre a proibição do uso de aparelhos eletrônicos portáteis inclusive aparelho celular durante a jornada de trabalho e dá outras providências,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSD,160596,Heuler Cruvinel,127,GO,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
21,2161970,PL 9065/2017,9065,2017,9/11/2017 11:47:00,Dispõe sobre a instalação de fraldário nas praças de cobrança de pedágio e postos da Polícia Rodoviária Federal.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PMDB,141507,Mauro Mariani,111,SC,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
22,2161961,PL 9064/2017,9064,2017,9/11/2017 11:25:00,"Altera a redação do art. 292 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, e do art. 234 do Decreto-Lei nº 1.002, de 21 de outubro de 1969 - Código de Processo Penal Militar, para instituir a excludente de ilicitude nas ações de agentes públicos em operação policial.",,2,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSC,74847,Jair Bolsonaro,126,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
23,2161957,PL 9063/2017,9063,2017,9/11/2017 11:05:00,Dispõe sobre a regulamentação do exercício das profissões de Conservador-Restaurador de Bens Culturais e de Técnico em Conservacão-Restauração de Bens Culturais.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSOL,74171,Chico Alencar,197,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
24,2161939,PL 9062/2017,9062,2017,9/11/2017 10:02:00,Dispõe sobre a obrigatoriedade de programas de compliance anti-corrupção nos programas de concessão brasileiros,"Altera a Lei nº 8.987, de 1995.",1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSB,141450,Hugo Leal,125,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
25,2161897,PL 9061/2017,9061,2017,8/11/2017 20:16:00,"Altera a Lei n° 11.340, de 7 de agosto de 2006 - Lei Maria da Penha, a Lei nº 8.069, de 13 de julho de 1990 - Estatuto da Criança e do Adolescente, e a Lei nº 10.826, de 22 de dezembro de 2003 - Estatuto do Desarmamento.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,REDE,160511,Alessandro Molon,225,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
26,2161895,PL 9060/2017,9060,2017,8/11/2017 19:57:00,Destina recursos do Seguro Obrigatório (DPVAT) aos Corpos de Bombeiros Militares Estaduais e do Distrito Federal.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,SD,160512,Aureo,224,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
27,2161874,PL 9059/2017,9059,2017,8/11/2017 19:07:00,Tipifica a extorsão sexual.,"Altera o Decreto-lei  nº 2.848, de 1940.",1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PMDB,178994,Dulce Miranda,111,TO,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
28,2161463,PL 9058/2017,9058,2017,8/11/2017 18:20:00,"Acrescenta inciso ao Art. 2º da Lei nº 11.096, de 13 de janeiro de 2005, que institui o Programa Universidade para todos - PROUNI.",Inclui como beneficiário do Programa Universidade para Todos (PROUNI) o filho de servidor público da área de segurança pública morto no efetivo cumprimento de suas atribuições.,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PODE,178802,Luiz Carlos Ramos,33727,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
29,2160918,PL 9057/2017,9057,2017,8/11/2017 18:03:00,"Altera o Estatuto da Criança e do Adolescente para criminalizar a produção, a execução e a venda de obra visual de desenho com estórias em quadrinhos ou obra audiovisual do tipo animação que contenha cena de sexo explícito ou pornográfica.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,74585,Lincoln Portela,199,MG,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
30,2160867,PL 9056/2017,9056,2017,8/11/2017 16:55:00,Inclui nos casos de homicídio qualificado o cometido por filho adotivo.,"Altera o Decreto-lei nº 2.848, de 1940.",1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PMDB,74856,Laura Carneiro,111,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
31,2160856,PL 9055/2017,9055,2017,8/11/2017 16:41:00,Dispõe sobre a proibição de cobrança de tarifas bancárias de instituições públicas de ensino.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PT,160538,Bohn Gass,134,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
33,2160788,PL 9053/2017,9053,2017,8/11/2017 14:51:00,Autoriza a criação da Universidade Federal do Xingu (UFX).,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PT,73931,Zé Geraldo,134,PA,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
34,2160782,PL 9052/2017,9052,2017,8/11/2017 14:31:00,"Altera a Lei nº 9.503, de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a autuação da infração de trânsito por excesso de velocidade com base no registrador instantâneo inalterável de velocidade.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSB,160663,Leopoldo Meyer,125,PR,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
35,2160769,PL 9051/2017,9051,2017,8/11/2017 14:09:00,"Altera o art. 246, §3º da Lei 6.015, de 31 de dezembro de 1973, que ""dispõe sobre os registros públicos, e dá outras providências"".",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PP,178963,Covatti Filho,115,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
36,2160737,PL 9050/2017,9050,2017,8/11/2017 13:39:00,"Altera a Lei nº 12.846, de 1 de agosto de 2013 - Lei Anticorrupção, e o Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, para destinar preferencialmente à reforma agrária os imóveis rurais perdidos em favor da União, em razão da prática de atos lesivos à administração pública, nacional ou estrangeira.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PT,74400,Paulo Pimenta,134,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
37,2160699,PL 9049/2017,9049,2017,8/11/2017 12:04:00,"Acrescenta parágrafo ao art. 36 da Lei nº 12.529, de 2011, para estabelecer como infração à ordem econômica a concentração decorrente de monopólio ou oligopólio dos meios de comunicação social.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PR,178829,Capitão Augusto,168,SP,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
38,2160696,PL 9048/2017,9048,2017,8/11/2017 11:48:00,Acrescenta o art. 208-A ao Decreto-Lei nº 2.848 de 7 de dezembro de 1940 - Código Penal - para tipificar a conduta de profanação de crença e símbolo religioso,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,193982,Pastor Luciano Braga,199,BA,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
39,2160674,PL 9047/2017,9047,2017,8/11/2017 10:43:00,"Altera o parágrafo único do art. 87 da Lei nº 7.210, de 11 de julho de 1984, Lei de Execução Penal, para autorizar o Poder Público a construir presídios específicos para condenados por crimes que discrimina quando cometidos contra a mulher.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PR,129618,Gorete Pereira,168,CE,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
40,2160648,PL 9046/2017,9046,2017,7/11/2017 21:21:00,Inclui o §8º ao Artigo 15 da lei 10.741 de 1º de  outubro de 2003 - Estatuto do Idoso.,Garante ao idoso acesso ao diagnóstico e tratamento de saúde.,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PODE,178841,Cícero Almeida,33727,AL,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
41,2160638,PL 9045/2017,9045,2017,7/11/2017 20:46:00,"Cria a Zona Franca do Vale dos Vinhedos, nas condições que especifica.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,REDE,178965,João Derly,225,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
42,2160637,PL 9044/2017,9044,2017,7/11/2017 20:38:00,"Altera a Lei nº 12.651, de 25 de maio de 2012, para estabelecer a obrigatoriedade de adoção de medidas de restrição a importações nos casos que menciona.",,3,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PV,178871,Evair Vieira de Melo,140,ES,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
43,2160570,PL 9043/2017,9043,2017,7/11/2017 19:39:00,"Altera o art. 158 do Decreto-Lei no 2.848, de 7 de dezembro de 1940 - Código Penal, para incluir no crime de extorsão a conduta de quem ameaça divulgar conteúdo íntimo de outrem com o intuito de obter para si vantagem, a fazer, tolerar que se faça ou deixar de fazer alguma coisa.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PROS,141430,Felipe Bornier,222,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
44,2160566,PL 9042/2017,9042,2017,7/11/2017 19:33:00,"Altera o art. 1º da Lei nº 8.072, de 25 de julho de 1990, para tornar hediondo o crime de incêndio em mata ou floresta, previsto no art. 41 da Lei nº 9.605, de 12 de fevereiro de 1998.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PMDB,178896,Newton Cardoso Jr,111,MG,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
45,2160485,PL 9041/2017,9041,2017,7/11/2017 18:03:00,"Altera a redação dos artigos 1571, 1572, 1573, 1574, 1575, 1576, 1577, 1584, 1601, 1694, 1700, 1701, 1702, 1703, 1707, 1708, 1710 e 1723 da Lei nº. 10.406, de 10 de janeiro de 2002, que ""Institui o Código Civil"", e aos artigos 23, 53, 189, 693, 697, 698, 731, 732 e 733 da Lei nº. 13.105, de 16 de março de 2015, ""Código de Processo Civil"", revogando dispositivos e dando outras providências.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSC,74385,Takayama,126,PR,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
46,2160480,PL 9038/2017,9038,2017,7/11/2017 17:57:00,"Fica criado o Título de ""Cidade Amiga do Idoso"", a ser conferido às cidades que se destacarem na adoção de políticas e iniciativas que visam assegurar um tratamento mais digno as pessoas idosas.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PDT,73486,Pompeo de Mattos,104,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
47,2160481,PL 9039/2017,9039,2017,7/11/2017 17:57:00,"Altera a Lei nº 9.472, de 16 de julho de 1997, para priorizar a cobertura de telefonia móvel nas áreas rurais.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PDT,73486,Pompeo de Mattos,104,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
48,2160483,PL 9040/2017,9040,2017,7/11/2017 17:57:00,Dispõe sobre a isenção de taxa de emissão de passaportes e demais documentos de viagem para os maiores de 60 (sessenta) anos.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PDT,73486,Pompeo de Mattos,104,RS,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
49,2160468,PL 9037/2017,9037,2017,7/11/2017 17:37:00,"Denomina a Ponte sobre o Rio Tarauacá, localizada na cidade de Tarauacá, no Estado do Acre, na BR 364, de ODILON VITORINO DE SIQUEIRA.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSDB,178840,Rocha,128,AC,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
50,2160463,PL 9036/2017,9036,2017,7/11/2017 17:17:00,Dispõe sobre o afastamento para exercício de licença classista de dirigentes de entidades de defesa de classe dos órgãos previstos nos incisos I a IV do art. 144 da Constituição Federal e dá outras providências.,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,73441,Celso Russomanno,199,SP,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
51,2160457,PL 9035/2017,9035,2017,7/11/2017 17:12:00,Regulamenta a venda e o uso de corticosteiroide,,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PSD,74574,Paulo Magalhães,127,BA,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
52,2160451,PL 9033/2017,9033,2017,7/11/2017 17:07:00,"Dispõe sobre a criação da Contribuição de Intervenção no Domínio Econômico - CIDE - Produtos Orgânicos, cuja arrecadação será destinada a um Fundo Especial para a Agricultura Orgânica, que fornecerá financiamento subsidiado para a expansão da agricultura orgânica.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,178944,Roberto Sales,199,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
53,2160452,PL 9034/2017,9034,2017,7/11/2017 17:07:00,"Altera a Lei nº 8.036, de 11 de maio de 1990, para permitir que o trabalhador utilize até trinta por cento do saldo existente e disponível em sua conta vinculada no FGTS para aplicação em Fundos de Ações ou Fundos de Investimento, de livre escolha.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,178944,Roberto Sales,199,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
54,2160448,PL 9030/2017,9030,2017,7/11/2017 17:06:00,"Acrescenta dispositivo ao art. 611-A, acrescentado à Consolidação das Leis do Trabalho pela Lei nº 13 de julho de 2017, a fim de estabelecer que, durante a negociação coletiva, o sindicato profissional poderá solicitar aos empregadores que comprove a sua obrigação legal de contratar aprendizes e pessoas com deficiência.",Altera o Decreto-Lei 5.452 de 1943.,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,178944,Roberto Sales,199,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
55,2160449,PL 9031/2017,9031,2017,7/11/2017 17:06:00,"Altera a Lei nº 9.504, de 30 de setembro de 1997, para determinar que a propaganda eleitoral gratuita seja informativa, restrita à apresentação de propostas do candidato, bem como ao debate político de ideias, vedada sua utilização para desconstrução do adversário a partir de ataques e ofensas pessoais.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,178944,Roberto Sales,199,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
56,2160450,PL 9032/2017,9032,2017,7/11/2017 17:06:00,"Altera o inciso I do art. 611-A da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, para disciplinar a prevalência do negociado sobre o legislado quanto à jornada de trabalho.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,178944,Roberto Sales,199,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
57,2160447,PL 9029/2017,9029,2017,7/11/2017 17:05:00,"Altera a Lei nº 8.987, de 13 de fevereiro de 1995, que ""dispõe sobre o regime de concessão e permissão da prestação de serviços públicos previsto no art. 175 da Constituição Federal, e dá outras providências"", para vedar o aumento das tarifas dos serviços públicos que especifica.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,178944,Roberto Sales,199,RJ,,,950,Retirado pelo Autor,,0,4,MESA
58,2160445,PL 9027/2017,9027,2017,7/11/2017 17:04:00,"Acrescenta inciso IX ao art. 31 da Lei nº 8.987, de 13 de fevereiro de 1995, para acrescentar o encargo que especifica, imputável a empresa concessionária ou permissionária de serviços públicos, e dá outras providências.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,178944,Roberto Sales,199,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
59,2160446,PL 9028/2017,9028,2017,7/11/2017 17:04:00,"Obriga a fixação de preço reduzido para guarda de motocicletas, motonetas e ciclomotores em estacionamentos pagos, públicos e privados.",,1,o,1,139,PL,Projeto de Lei,PLEN,PLENÁRIO,180,.,99,.,99,PRB,178944,Roberto Sales,199,RJ,,,905,Aguardando Despacho do Presidente da Câmara dos Deputados,,0,100001,SECAP(SGM)
